timestamp,time,open,high,low,close
2026-09-06 12:56:00+00:00,1788699360,1.35511,1.35514,1.35467,1.35471
2026-09-06 12:56:30+00:00,1788699390,1.35464,1.35516,1.35451,1.35511
2026-09-06 12:57:00+00:00,1788699420,1.35517,1.35535,1.35499,1.35528
2026-09-06 12:57:30+00:00,1788699450,1.35526,1.35528,1.35479,1.35479
2026-09-06 12:58:00+00:00,1788699480,1.35477,1.35492,1.35463,1.35473
2026-09-06 12:58:30+00:00,1788699510,1.35472,1.35476,1.35426,1.35458
2026-09-06 12:59:00+00:00,1788699540,1.35456,1.35466,1.35407,1.35407
2026-09-06 12:59:30+00:00,1788699570,1.35408,1.35418,1.35349,1.35353
2026-09-06 13:00:00+00:00,1788699600,1.35357,1.35367,1.35316,1.35323
2026-09-06 13:00:30+00:00,1788699630,1.35326,1.35337,1.35266,1.35266
2026-09-06 13:01:00+00:00,1788699660,1.3527,1.35287,1.35261,1.35275
2026-09-06 13:01:30+00:00,1788699690,1.35275,1.35326,1.35266,1.35281
2026-09-06 13:02:00+00:00,1788699720,1.35279,1.35285,1.35255,1.35274
2026-09-06 13:02:30+00:00,1788699750,1.35283,1.35311,1.35274,1.3531
2026-09-06 13:03:00+00:00,1788699780,1.3531,1.35353,1.35305,1.35335
2026-09-06 13:03:30+00:00,1788699810,1.35331,1.35382,1.35322,1.35379
2026-09-06 13:04:00+00:00,1788699840,1.35377,1.35391,1.35366,1.35391
2026-09-06 13:04:30+00:00,1788699870,1.35389,1.35397,1.35341,1.35356
2026-09-06 13:05:00+00:00,1788699900,1.35359,1.35385,1.35335,1.35358
2026-09-06 13:05:30+00:00,1788699930,1.35358,1.35366,1.35335,1.35341
2026-09-06 13:06:00+00:00,1788699960,1.35339,1.35342,1.35278,1.35294
2026-09-06 13:06:30+00:00,1788699990,1.35294,1.353,1.35276,1.35281
2026-09-06 13:07:00+00:00,1788700020,1.35281,1.35312,1.35271,1.35302
2026-09-06 13:07:30+00:00,1788700050,1.35302,1.35302,1.35235,1.35256
2026-09-06 13:08:00+00:00,1788700080,1.35272,1.35358,1.35272,1.35358
2026-09-06 13:08:30+00:00,1788700110,1.35358,1.35379,1.35338,1.35352
2026-09-06 13:09:00+00:00,1788700140,1.35352,1.35361,1.35301,1.3531
2026-09-06 13:09:30+00:00,1788700170,1.3531,1.35322,1.35278,1.35282
2026-09-06 13:10:00+00:00,1788700200,1.35273,1.35274,1.35223,1.35223
2026-09-06 13:10:30+00:00,1788700230,1.35225,1.35278,1.35217,1.35278
2026-09-06 13:11:00+00:00,1788700260,1.35278,1.35293,1.35263,1.35269
2026-09-06 13:11:30+00:00,1788700290,1.35269,1.35298,1.35258,1.35293
2026-09-06 13:12:00+00:00,1788700320,1.35293,1.35301,1.35273,1.35274
2026-09-06 13:12:30+00:00,1788700350,1.35274,1.35275,1.35238,1.35258
2026-09-06 13:13:00+00:00,1788700380,1.35258,1.35258,1.35209,1.35235
2026-09-06 13:13:30+00:00,1788700410,1.35237,1.35245,1.35216,1.35222
2026-09-06 13:14:00+00:00,1788700440,1.35222,1.35249,1.35211,1.35249
2026-09-06 13:14:30+00:00,1788700470,1.35247,1.35274,1.35246,1.3526
2026-09-06 13:15:00+00:00,1788700500,1.35258,1.3526,1.35217,1.35244
2026-09-06 13:15:30+00:00,1788700530,1.35241,1.35245,1.35196,1.35196
2026-09-06 13:16:00+00:00,1788700560,1.35196,1.35208,1.35167,1.35189
2026-09-06 13:16:30+00:00,1788700590,1.35189,1.35229,1.35185,1.35199
2026-09-06 13:17:00+00:00,1788700620,1.35197,1.35197,1.35143,1.35145
2026-09-06 13:17:30+00:00,1788700650,1.35148,1.35173,1.35145,1.3516
2026-09-06 13:18:00+00:00,1788700680,1.35157,1.35188,1.3514,1.35178
2026-09-06 13:18:30+00:00,1788700710,1.35175,1.35227,1.35174,1.35216
2026-09-06 13:19:00+00:00,1788700740,1.35226,1.35245,1.35218,1.35225
2026-09-06 13:19:30+00:00,1788700770,1.3522,1.35225,1.35201,1.35216
2026-09-06 13:20:00+00:00,1788700800,1.35218,1.35282,1.35216,1.35278
2026-09-06 13:20:30+00:00,1788700830,1.3528,1.35282,1.35224,1.35238
2026-09-06 13:21:00+00:00,1788700860,1.3524,1.3525,1.35212,1.35212
2026-09-06 13:21:30+00:00,1788700890,1.35212,1.35233,1.352,1.3522
2026-09-06 13:22:00+00:00,1788700920,1.3522,1.35283,1.35216,1.35281
2026-09-06 13:22:30+00:00,1788700950,1.3529,1.35303,1.35266,1.35292
2026-09-06 13:23:00+00:00,1788700980,1.35297,1.35297,1.35267,1.35286
2026-09-06 13:23:30+00:00,1788701010,1.35281,1.35292,1.35261,1.35261
2026-09-06 13:24:00+00:00,1788701040,1.35258,1.35286,1.3525,1.35274
2026-09-06 13:24:30+00:00,1788701070,1.35272,1.35305,1.35272,1.35283
2026-09-06 13:25:00+00:00,1788701100,1.35286,1.3529,1.35244,1.35262
2026-09-06 13:25:30+00:00,1788701130,1.35264,1.35278,1.35256,1.35256
2026-09-06 13:26:00+00:00,1788701160,1.35255,1.35265,1.35212,1.35228
2026-09-06 13:26:30+00:00,1788701190,1.35229,1.35262,1.35204,1.35252
2026-09-06 13:27:00+00:00,1788701220,1.35249,1.35252,1.3523,1.35243
2026-09-06 13:27:30+00:00,1788701250,1.35242,1.35246,1.35206,1.35212
2026-09-06 13:28:00+00:00,1788701280,1.35215,1.35231,1.35196,1.35196
2026-09-06 13:28:30+00:00,1788701310,1.35198,1.35224,1.35182,1.35223
2026-09-06 13:29:00+00:00,1788701340,1.35225,1.3525,1.35218,1.35227
2026-09-06 13:29:30+00:00,1788701370,1.35227,1.35243,1.35216,1.35237
2026-09-06 13:30:00+00:00,1788701400,1.3524,1.35252,1.35217,1.35217
2026-09-06 13:30:30+00:00,1788701430,1.35219,1.35281,1.35214,1.35281
2026-09-06 13:31:00+00:00,1788701460,1.35279,1.35356,1.35275,1.35356
2026-09-06 13:31:30+00:00,1788701490,1.35358,1.35382,1.35349,1.35365
2026-09-06 13:32:00+00:00,1788701520,1.35367,1.35372,1.35347,1.35369
2026-09-06 13:32:30+00:00,1788701550,1.35373,1.35373,1.35318,1.35353
2026-09-06 13:33:00+00:00,1788701580,1.35353,1.35353,1.35297,1.3531
2026-09-06 13:33:30+00:00,1788701610,1.3531,1.35334,1.35282,1.35331
2026-09-06 13:34:00+00:00,1788701640,1.35331,1.35331,1.35293,1.35295
2026-09-06 13:34:30+00:00,1788701670,1.35295,1.35316,1.3528,1.35291
2026-09-06 13:35:00+00:00,1788701700,1.35291,1.35336,1.35291,1.35336
2026-09-06 13:35:30+00:00,1788701730,1.35336,1.35357,1.35323,1.35353
2026-09-06 13:36:00+00:00,1788701760,1.35353,1.35388,1.3535,1.35368
2026-09-06 13:36:30+00:00,1788701790,1.35368,1.35381,1.35327,1.35328
2026-09-06 13:37:00+00:00,1788701820,1.3533,1.3535,1.35325,1.35331
2026-09-06 13:37:30+00:00,1788701850,1.35333,1.35386,1.35333,1.35354
2026-09-06 13:38:00+00:00,1788701880,1.35354,1.35368,1.35309,1.35309
2026-09-06 13:38:30+00:00,1788701910,1.35309,1.35309,1.35259,1.35259
2026-09-06 13:39:00+00:00,1788701940,1.35259,1.35329,1.35244,1.35329
2026-09-06 13:39:30+00:00,1788701970,1.35329,1.35354,1.35329,1.35348
2026-09-06 13:40:00+00:00,1788702000,1.35348,1.35359,1.35328,1.35328
2026-09-06 13:40:30+00:00,1788702030,1.35328,1.35374,1.35328,1.35366
2026-09-06 13:41:00+00:00,1788702060,1.35364,1.35368,1.35341,1.35347
2026-09-06 13:41:30+00:00,1788702090,1.35341,1.35362,1.35332,1.35356
2026-09-06 13:42:00+00:00,1788702120,1.35356,1.3537,1.35336,1.35341
2026-09-06 13:42:30+00:00,1788702150,1.35341,1.35348,1.35327,1.35348
2026-09-06 13:43:00+00:00,1788702180,1.35348,1.35348,1.35312,1.35312
2026-09-06 13:43:30+00:00,1788702210,1.35314,1.35314,1.35263,1.35268
2026-09-06 13:44:00+00:00,1788702240,1.3527,1.3527,1.35242,1.35242
2026-09-06 13:44:30+00:00,1788702270,1.35244,1.35252,1.35208,1.35213
2026-09-06 13:45:00+00:00,1788702300,1.35215,1.35235,1.3518,1.35181
2026-09-06 13:45:30+00:00,1788702330,1.35181,1.35212,1.35141,1.35209
2026-09-06 13:46:00+00:00,1788702360,1.35209,1.35235,1.352,1.35232
2026-09-06 13:46:30+00:00,1788702390,1.35232,1.35284,1.35232,1.35277
2026-09-06 13:47:00+00:00,1788702420,1.35271,1.3529,1.35229,1.35238
2026-09-06 13:47:30+00:00,1788702450,1.35236,1.35259,1.35208,1.3521
2026-09-06 13:48:00+00:00,1788702480,1.35207,1.35238,1.35206,1.35228
2026-09-06 13:48:30+00:00,1788702510,1.35235,1.35238,1.35197,1.35209
2026-09-06 13:49:00+00:00,1788702540,1.35208,1.35216,1.35182,1.35198
2026-09-06 13:49:30+00:00,1788702570,1.35196,1.3521,1.35172,1.35177
2026-09-06 13:50:00+00:00,1788702600,1.35173,1.35205,1.35165,1.35197
2026-09-06 13:50:30+00:00,1788702630,1.35199,1.35216,1.35151,1.35151
2026-09-06 13:51:00+00:00,1788702660,1.35153,1.35185,1.35143,1.35157
2026-09-06 13:51:30+00:00,1788702690,1.35154,1.35157,1.35097,1.35131
2026-09-06 13:52:00+00:00,1788702720,1.35133,1.3516,1.35121,1.35158
2026-09-06 13:52:30+00:00,1788702750,1.35157,1.35157,1.35131,1.35153
2026-09-06 13:53:00+00:00,1788702780,1.35159,1.35159,1.35074,1.35082
2026-09-06 13:53:30+00:00,1788702810,1.3508,1.3508,1.35041,1.35042
2026-09-06 13:54:00+00:00,1788702840,1.35044,1.35071,1.35037,1.35055
2026-09-06 13:54:30+00:00,1788702870,1.35054,1.35076,1.35026,1.35076
2026-09-06 13:55:00+00:00,1788702900,1.35073,1.35077,1.35014,1.3502
2026-09-06 13:55:30+00:00,1788702930,1.35021,1.35033,1.35003,1.35006
2026-09-06 13:56:00+00:00,1788702960,1.35006,1.35011,1.34986,1.34995
2026-09-06 13:56:30+00:00,1788702990,1.35001,1.35036,1.34994,1.35026
2026-09-06 13:57:00+00:00,1788703020,1.35026,1.35031,1.34988,1.34999
2026-09-06 13:57:30+00:00,1788703050,1.34997,1.3505,1.34997,1.35045
2026-09-06 13:58:00+00:00,1788703080,1.35047,1.35061,1.35013,1.35018
2026-09-06 13:58:30+00:00,1788703110,1.35013,1.35013,1.34966,1.34999
2026-09-06 13:59:00+00:00,1788703140,1.35001,1.35065,1.34996,1.35065
2026-09-06 13:59:30+00:00,1788703170,1.35065,1.3511,1.35056,1.3511
2026-09-06 14:00:00+00:00,1788703200,1.3511,1.35167,1.35107,1.35136
2026-09-06 14:00:30+00:00,1788703230,1.35136,1.35138,1.35094,1.35109
2026-09-06 14:01:00+00:00,1788703260,1.35109,1.35109,1.35045,1.35047
2026-09-06 14:01:30+00:00,1788703290,1.35049,1.35119,1.35049,1.35119
2026-09-06 14:02:00+00:00,1788703320,1.35127,1.35141,1.35118,1.35122
2026-09-06 14:02:30+00:00,1788703350,1.35119,1.3516,1.35113,1.35127
2026-09-06 14:03:00+00:00,1788703380,1.35125,1.35151,1.351,1.35124
2026-09-06 14:03:30+00:00,1788703410,1.35124,1.35124,1.35083,1.35111
2026-09-06 14:04:00+00:00,1788703440,1.35109,1.35178,1.35109,1.3517
2026-09-06 14:04:30+00:00,1788703470,1.35166,1.35166,1.35113,1.35142
2026-09-06 14:05:00+00:00,1788703500,1.35142,1.35167,1.35128,1.3513
2026-09-06 14:05:30+00:00,1788703530,1.3513,1.35185,1.35127,1.35185
2026-09-06 14:06:00+00:00,1788703560,1.35185,1.35188,1.35125,1.35127
2026-09-06 14:06:30+00:00,1788703590,1.35127,1.35159,1.35127,1.35144
2026-09-06 14:07:00+00:00,1788703620,1.35144,1.35167,1.35133,1.35161
2026-09-06 14:07:30+00:00,1788703650,1.35161,1.35193,1.35155,1.3518
2026-09-06 14:08:00+00:00,1788703680,1.3518,1.35198,1.3517,1.35183
2026-09-06 14:08:30+00:00,1788703710,1.35183,1.35185,1.35152,1.35179
2026-09-06 14:09:00+00:00,1788703740,1.35179,1.35199,1.35154,1.35162
2026-09-06 14:09:30+00:00,1788703770,1.35164,1.35165,1.35138,1.35157
2026-09-06 14:10:00+00:00,1788703800,1.35159,1.35172,1.35127,1.35162
2026-09-06 14:10:30+00:00,1788703830,1.35166,1.35195,1.35157,1.35167
2026-09-06 14:11:00+00:00,1788703860,1.35165,1.35221,1.35161,1.35221
2026-09-06 14:11:30+00:00,1788703890,1.35222,1.3524,1.35204,1.35216
2026-09-06 14:12:00+00:00,1788703920,1.35214,1.35215,1.35153,1.35171
2026-09-06 14:12:30+00:00,1788703950,1.35171,1.35214,1.3517,1.35197
2026-09-06 14:13:00+00:00,1788703980,1.35197,1.35258,1.35187,1.35255
2026-09-06 14:13:30+00:00,1788704010,1.35255,1.353,1.35251,1.35297
2026-09-06 14:14:00+00:00,1788704040,1.35297,1.35297,1.35256,1.35274
2026-09-06 14:14:30+00:00,1788704070,1.35276,1.3528,1.35254,1.3528
2026-09-06 14:15:00+00:00,1788704100,1.35279,1.35305,1.3527,1.35286
2026-09-06 14:15:30+00:00,1788704130,1.3528,1.35314,1.3528,1.35307
2026-09-06 14:16:00+00:00,1788704160,1.35312,1.35348,1.3531,1.35333
2026-09-06 14:16:30+00:00,1788704190,1.35329,1.35365,1.35325,1.35342
2026-09-06 14:17:00+00:00,1788704220,1.35351,1.35353,1.35323,1.35326
2026-09-06 14:17:30+00:00,1788704250,1.35323,1.35335,1.353,1.3531
2026-09-06 14:18:00+00:00,1788704280,1.35311,1.35328,1.35285,1.35323
2026-09-06 14:18:30+00:00,1788704310,1.35323,1.35386,1.35321,1.3538
2026-09-06 14:19:00+00:00,1788704340,1.35378,1.35401,1.35369,1.35397
2026-09-06 14:19:30+00:00,1788704370,1.35397,1.35422,1.35378,1.35388
2026-09-06 14:20:00+00:00,1788704400,1.35391,1.35393,1.35353,1.35381
2026-09-06 14:20:30+00:00,1788704430,1.35379,1.35386,1.35359,1.35373
2026-09-06 14:21:00+00:00,1788704460,1.35371,1.35396,1.35345,1.35394
2026-09-06 14:21:30+00:00,1788704490,1.35392,1.35394,1.35373,1.35386
2026-09-06 14:22:00+00:00,1788704520,1.35389,1.35404,1.35378,1.35402
2026-09-06 14:22:30+00:00,1788704550,1.35401,1.35457,1.35388,1.35419
2026-09-06 14:23:00+00:00,1788704580,1.35417,1.35417,1.35339,1.35339
2026-09-06 14:23:30+00:00,1788704610,1.35341,1.35363,1.35328,1.35347
2026-09-06 14:24:00+00:00,1788704640,1.35351,1.35351,1.35297,1.35299
2026-09-06 14:24:30+00:00,1788704670,1.35297,1.35308,1.3528,1.35301
2026-09-06 14:25:00+00:00,1788704700,1.35304,1.35306,1.35248,1.35248
2026-09-06 14:25:30+00:00,1788704730,1.35245,1.35328,1.35243,1.35328
2026-09-06 14:26:00+00:00,1788704760,1.3533,1.35335,1.35294,1.35296
2026-09-06 14:26:30+00:00,1788704790,1.35295,1.35336,1.35293,1.3533
2026-09-06 14:27:00+00:00,1788704820,1.35336,1.35361,1.3532,1.35329
2026-09-06 14:27:30+00:00,1788704850,1.35332,1.35332,1.35275,1.3529
2026-09-06 14:28:00+00:00,1788704880,1.35294,1.35301,1.35264,1.35282
2026-09-06 14:28:30+00:00,1788704910,1.35281,1.35281,1.3522,1.35249
2026-09-06 14:29:00+00:00,1788704940,1.35249,1.35279,1.35247,1.35273
2026-09-06 14:29:30+00:00,1788704970,1.35275,1.35275,1.35251,1.35267
2026-09-06 14:30:00+00:00,1788705000,1.35267,1.35267,1.35193,1.35197
2026-09-06 14:30:30+00:00,1788705030,1.35197,1.35229,1.35184,1.35199
2026-09-06 14:31:00+00:00,1788705060,1.35199,1.35237,1.35196,1.35204
2026-09-06 14:31:30+00:00,1788705090,1.35204,1.3522,1.35185,1.35204
2026-09-06 14:32:00+00:00,1788705120,1.35204,1.35218,1.35186,1.35206
2026-09-06 14:32:30+00:00,1788705150,1.35206,1.35209,1.35175,1.35196
2026-09-06 14:33:00+00:00,1788705180,1.35196,1.35209,1.3517,1.35174
2026-09-06 14:33:30+00:00,1788705210,1.35174,1.35174,1.35148,1.35153
2026-09-06 14:34:00+00:00,1788705240,1.35155,1.35155,1.35088,1.35118
2026-09-06 14:34:30+00:00,1788705270,1.35123,1.35132,1.35067,1.35082
2026-09-06 14:35:00+00:00,1788705300,1.35082,1.35124,1.35076,1.35122
2026-09-06 14:35:30+00:00,1788705330,1.35122,1.35208,1.35122,1.35208
2026-09-06 14:36:00+00:00,1788705360,1.35208,1.35243,1.35204,1.35243
2026-09-06 14:36:30+00:00,1788705390,1.35243,1.35246,1.35202,1.35203
2026-09-06 14:37:00+00:00,1788705420,1.35203,1.35214,1.35176,1.35203
2026-09-06 14:37:30+00:00,1788705450,1.35205,1.35232,1.35188,1.35229
2026-09-06 14:38:00+00:00,1788705480,1.35229,1.3523,1.35194,1.35224
2026-09-06 14:38:30+00:00,1788705510,1.35224,1.35241,1.35222,1.3523
2026-09-06 14:39:00+00:00,1788705540,1.35226,1.35229,1.35184,1.352
2026-09-06 14:39:30+00:00,1788705570,1.35198,1.35225,1.35198,1.35225
2026-09-06 14:40:00+00:00,1788705600,1.35223,1.35241,1.35216,1.35232
2026-09-06 14:40:30+00:00,1788705630,1.3523,1.35236,1.35204,1.35221
2026-09-06 14:41:00+00:00,1788705660,1.35215,1.35318,1.35215,1.35307
2026-09-06 14:41:30+00:00,1788705690,1.35309,1.35356,1.35309,1.35326
2026-09-06 14:42:00+00:00,1788705720,1.35333,1.35335,1.35307,1.35335
2026-09-06 14:42:30+00:00,1788705750,1.35335,1.3535,1.35318,1.35337
2026-09-06 14:43:00+00:00,1788705780,1.35337,1.35353,1.35324,1.35344
2026-09-06 14:43:30+00:00,1788705810,1.35344,1.35344,1.35287,1.35306
2026-09-06 14:44:00+00:00,1788705840,1.35308,1.35323,1.35297,1.35297
2026-09-06 14:44:30+00:00,1788705870,1.35294,1.35295,1.35259,1.35287
2026-09-06 14:45:00+00:00,1788705900,1.35285,1.3531,1.3524,1.35256
2026-09-06 14:45:30+00:00,1788705930,1.35256,1.35268,1.35234,1.35246
2026-09-06 14:46:00+00:00,1788705960,1.35251,1.35279,1.35242,1.3525
2026-09-06 14:46:30+00:00,1788705990,1.35252,1.35297,1.35251,1.35286
2026-09-06 14:47:00+00:00,1788706020,1.35283,1.35293,1.3523,1.3523
2026-09-06 14:47:30+00:00,1788706050,1.35227,1.35229,1.35195,1.35208
2026-09-06 14:48:00+00:00,1788706080,1.35208,1.35245,1.35206,1.35238
2026-09-06 14:48:30+00:00,1788706110,1.35236,1.35256,1.35201,1.35252
2026-09-06 14:49:00+00:00,1788706140,1.35244,1.35285,1.35217,1.35275
2026-09-06 14:49:30+00:00,1788706170,1.35277,1.35305,1.3527,1.35287
2026-09-06 14:50:00+00:00,1788706200,1.35285,1.35292,1.35247,1.35272
2026-09-06 14:50:30+00:00,1788706230,1.35275,1.353,1.35256,1.35268
2026-09-06 14:51:00+00:00,1788706260,1.35266,1.35289,1.35248,1.35259
2026-09-06 14:51:30+00:00,1788706290,1.35261,1.35261,1.35197,1.35198
2026-09-06 14:52:00+00:00,1788706320,1.35201,1.35232,1.35193,1.35218
2026-09-06 14:52:30+00:00,1788706350,1.35221,1.35247,1.35195,1.3524
2026-09-06 14:53:00+00:00,1788706380,1.35238,1.3525,1.35218,1.35244
2026-09-06 14:53:30+00:00,1788706410,1.35239,1.35253,1.3522,1.35253
2026-09-06 14:54:00+00:00,1788706440,1.35255,1.35335,1.35255,1.35325
2026-09-06 14:54:30+00:00,1788706470,1.35323,1.35328,1.35279,1.35286
2026-09-06 14:55:00+00:00,1788706500,1.3529,1.35306,1.35281,1.35286
2026-09-06 14:55:30+00:00,1788706530,1.35283,1.35283,1.35225,1.35232
2026-09-06 14:56:00+00:00,1788706560,1.35227,1.35271,1.35227,1.35264
2026-09-06 14:56:30+00:00,1788706590,1.35261,1.35312,1.35261,1.35292
2026-09-06 14:57:00+00:00,1788706620,1.35287,1.35288,1.35232,1.3524
2026-09-06 14:57:30+00:00,1788706650,1.3524,1.35243,1.35211,1.35224
2026-09-06 14:58:00+00:00,1788706680,1.35221,1.3523,1.35188,1.35211
2026-09-06 14:58:30+00:00,1788706710,1.35211,1.35214,1.35165,1.35184
2026-09-06 14:59:00+00:00,1788706740,1.35184,1.35217,1.35184,1.35217
2026-09-06 14:59:30+00:00,1788706770,1.35217,1.35236,1.35189,1.35189
2026-09-06 15:00:00+00:00,1788706800,1.3518,1.35208,1.35168,1.35199
2026-09-06 15:00:30+00:00,1788706830,1.35193,1.35193,1.35103,1.35104
2026-09-06 15:01:00+00:00,1788706860,1.35106,1.3511,1.35061,1.35061
2026-09-06 15:01:30+00:00,1788706890,1.35061,1.35062,1.35025,1.35025
2026-09-06 15:02:00+00:00,1788706920,1.35025,1.35034,1.34989,1.34997
2026-09-06 15:02:30+00:00,1788706950,1.34997,1.35005,1.34949,1.34955
2026-09-06 15:03:00+00:00,1788706980,1.34955,1.3498,1.34948,1.3498
2026-09-06 15:03:30+00:00,1788707010,1.3498,1.34988,1.34951,1.34988
2026-09-06 15:04:00+00:00,1788707040,1.34988,1.34999,1.34953,1.34954
2026-09-06 15:04:30+00:00,1788707070,1.34954,1.35008,1.34951,1.34963
2026-09-06 15:05:00+00:00,1788707100,1.34963,1.34978,1.34943,1.34974
2026-09-06 15:05:30+00:00,1788707130,1.34972,1.35001,1.34946,1.34993
2026-09-06 15:06:00+00:00,1788707160,1.34995,1.3501,1.34972,1.34978
2026-09-06 15:06:30+00:00,1788707190,1.34967,1.34978,1.3492,1.34949
2026-09-06 15:07:00+00:00,1788707220,1.34945,1.34966,1.3493,1.3496
2026-09-06 15:07:30+00:00,1788707250,1.34962,1.35003,1.34954,1.35003
2026-09-06 15:08:00+00:00,1788707280,1.35003,1.3502,1.34996,1.35016
2026-09-06 15:08:30+00:00,1788707310,1.35016,1.35018,1.3497,1.3497
2026-09-06 15:09:00+00:00,1788707340,1.3497,1.35006,1.34963,1.34997
2026-09-06 15:09:30+00:00,1788707370,1.34997,1.34997,1.34965,1.34965
2026-09-06 15:10:00+00:00,1788707400,1.34965,1.34997,1.3496,1.34977
2026-09-06 15:10:30+00:00,1788707430,1.34978,1.34994,1.34955,1.34967
2026-09-06 15:11:00+00:00,1788707460,1.3497,1.34981,1.34948,1.34954
2026-09-06 15:11:30+00:00,1788707490,1.34955,1.35013,1.34945,1.35006
2026-09-06 15:12:00+00:00,1788707520,1.35012,1.35051,1.35001,1.3505
2026-09-06 15:12:30+00:00,1788707550,1.35052,1.3507,1.35036,1.35069
